Id,Date,StepTotal,TotalIntensity,AverageIntensity,Calories
1503960366,2016-04-20 07:00:00,29,3,0.05,51
1503960366,2016-04-20 08:00:00,264,14,0.233333,70
1503960366,2016-04-20 09:00:00,1993,50,0.833333,144
1503960366,2016-04-20 10:00:00,459,13,0.216667,79
1503960366,2016-04-20 11:00:00,65,1,0.016667,58
1503960366,2016-04-20 12:00:00,185,8,0.133333,64
1503960366,2016-04-20 13:00:00,64,5,0.083333,61
1503960366,2016-04-20 14:00:00,1270,39,0.65,113
1503960366,2016-04-20 15:00:00,797,21,0.35,97
1503960366,2016-04-20 16:00:00,261,11,0.183333,70
1503960366,2016-04-20 17:00:00,13,2,0.033333,57
1503960366,2016-04-20 18:00:00,1308,32,0.533333,114
1503960366,2016-04-20 19:00:00,1558,36,0.6,117
1503960366,2016-04-20 20:00:00,499,12,0.2,80
1503960366,2016-04-20 21:00:00,395,22,0.366667,83
1503960366,2016-04-20 22:00:00,77,7,0.116667,62
1503960366,2016-04-20 23:00:00,1255,33,0.55,120
1503960366,2016-04-21 00:00:00,17,2,0.033333,54
1503960366,2016-04-21 01:00:00,129,8,0.133333,61
1503960366,2016-04-21 02:00:00,81,5,0.083333,55
1503960366,2016-04-21 03:00:00,0,0,0.0,48
1503960366,2016-04-21 04:00:00,0,0,0.0,47
1503960366,2016-04-21 05:00:00,0,0,0.0,47
1503960366,2016-04-21 06:00:00,0,0,0.0,48
1503960366,2016-04-21 07:00:00,38,3,0.05,52
1503960366,2016-04-21 08:00:00,245,15,0.25,71
1503960366,2016-04-21 09:00:00,1672,26,0.433333,133
1503960366,2016-04-21 10:00:00,255,16,0.266667,77
1503960366,2016-04-21 11:00:00,0,0,0.0,55
1503960366,2016-04-21 12:00:00,384,11,0.183333,73
1503960366,2016-04-21 13:00:00,1140,25,0.416667,113
1503960366,2016-04-21 14:00:00,12,2,0.033333,58
1503960366,2016-04-21 15:00:00,213,8,0.133333,68
1503960366,2016-04-21 16:00:00,26,4,0.066667,60
1503960366,2016-04-21 17:00:00,96,5,0.083333,60
1503960366,2016-04-21 18:00:00,213,9,0.15,69
1503960366,2016-04-21 19:00:00,100,8,0.133333,64
1503960366,2016-04-21 20:00:00,3541,92,1.533333,213
1503960366,2016-04-21 21:00:00,970,21,0.35,104
1503960366,2016-04-21 22:00:00,89,9,0.15,63
1503960366,2016-04-21 23:00:00,598,15,0.25,84
1503960366,2016-04-22 00:00:00,0,0,0.0,47
1503960366,2016-04-22 01:00:00,0,0,0.0,47
1503960366,2016-04-22 02:00:00,0,0,0.0,47
1503960366,2016-04-22 03:00:00,0,0,0.0,47
1503960366,2016-04-22 04:00:00,0,0,0.0,47
1503960366,2016-04-22 05:00:00,0,0,0.0,47
1503960366,2016-04-22 06:00:00,0,0,0.0,47
1503960366,2016-04-22 07:00:00,0,0,0.0,47
1503960366,2016-04-22 08:00:00,0,0,0.0,47
1503960366,2016-04-22 09:00:00,192,13,0.216667,65
1503960366,2016-04-22 10:00:00,29,2,0.033333,54
1503960366,2016-04-22 11:00:00,958,34,0.566667,102
1503960366,2016-04-22 12:00:00,38,2,0.033333,57
1503960366,2016-04-22 13:00:00,118,4,0.066667,60
1503960366,2016-04-22 14:00:00,0,0,0.0,54
1503960366,2016-04-22 15:00:00,180,10,0.166667,66
1503960366,2016-04-22 16:00:00,22,4,0.066667,58
1503960366,2016-04-22 17:00:00,1041,18,0.3,104
1503960366,2016-04-22 18:00:00,514,23,0.383333,87
1503960366,2016-04-22 19:00:00,629,16,0.266667,82
1503960366,2016-04-22 20:00:00,329,13,0.216667,71
1503960366,2016-04-22 21:00:00,5934,159,2.65,311
1503960366,2016-04-22 22:00:00,855,30,0.5,95
1503960366,2016-04-22 23:00:00,1925,54,0.9,136
1503960366,2016-04-23 00:00:00,182,9,0.15,63
1503960366,2016-04-23 01:00:00,0,0,0.0,47
1503960366,2016-04-23 02:00:00,11,1,0.016667,49
1503960366,2016-04-23 03:00:00,0,0,0.0,47
1503960366,2016-04-23 04:00:00,0,0,0.0,47
1503960366,2016-04-23 05:00:00,0,0,0.0,48
1503960366,2016-04-23 06:00:00,12,2,0.033333,50
1503960366,2016-04-23 07:00:00,0,0,0.0,48
1503960366,2016-04-23 08:00:00,127,8,0.133333,59
1503960366,2016-04-23 09:00:00,285,17,0.283333,75
1503960366,2016-04-23 10:00:00,49,4,0.066667,56
1503960366,2016-04-23 11:00:00,703,11,0.183333,84
1503960366,2016-04-23 12:00:00,1597,49,0.816667,129
1503960366,2016-04-23 13:00:00,1453,51,0.85,129
1503960366,2016-04-23 14:00:00,202,20,0.333333,78
1503960366,2016-04-23 15:00:00,158,15,0.25,73
1503960366,2016-04-23 16:00:00,2008,52,0.866667,140
1503960366,2016-04-23 17:00:00,1472,26,0.433333,121
1503960366,2016-04-23 18:00:00,2569,66,1.1,173
1503960366,2016-04-23 19:00:00,29,2,0.033333,51
1503960366,2016-04-23 20:00:00,142,9,0.15,63
1503960366,2016-04-23 21:00:00,2432,54,0.9,162
1503960366,2016-04-23 22:00:00,709,25,0.416667,96
1503960366,2016-04-23 23:00:00,231,6,0.1,60
1503960366,2016-04-24 00:00:00,141,10,0.166667,66
1503960366,2016-04-24 01:00:00,42,2,0.033333,54
1503960366,2016-04-24 02:00:00,0,0,0.0,48
1503960366,2016-04-24 03:00:00,0,0,0.0,48
1503960366,2016-04-24 04:00:00,8,1,0.016667,49
1503960366,2016-04-24 05:00:00,0,0,0.0,48
1503960366,2016-04-24 06:00:00,7,1,0.016667,49
1503960366,2016-04-24 07:00:00,0,0,0.0,47
1503960366,2016-04-24 08:00:00,8,1,0.016667,49
1503960366,2016-04-24 09:00:00,76,8,0.133333,59
1503960366,2016-04-24 10:00:00,492,26,0.433333,90
1503960366,2016-04-24 11:00:00,149,12,0.2,67
1503960366,2016-04-24 12:00:00,548,12,0.2,82
1503960366,2016-04-24 13:00:00,394,12,0.2,74
1503960366,2016-04-24 14:00:00,26,1,0.016667,52
1503960366,2016-04-24 15:00:00,27,2,0.033333,52
1503960366,2016-04-24 16:00:00,885,29,0.483333,102
1503960366,2016-04-24 17:00:00,411,25,0.416667,86
1503960366,2016-04-24 18:00:00,911,40,0.666667,115
1503960366,2016-04-24 19:00:00,4871,131,2.183333,270
1503960366,2016-04-24 20:00:00,342,18,0.3,76
1503960366,2016-04-24 21:00:00,244,17,0.283333,74
1503960366,2016-04-24 22:00:00,66,7,0.116667,61
1503960366,2016-04-24 23:00:00,391,10,0.166667,72
1503960366,2016-04-25 00:00:00,95,8,0.133333,62
1503960366,2016-04-25 01:00:00,22,3,0.05,53
1503960366,2016-04-25 02:00:00,97,6,0.1,57
1503960366,2016-04-25 03:00:00,0,0,0.0,47
1503960366,2016-04-25 04:00:00,25,2,0.033333,50
1503960366,2016-04-25 05:00:00,4,1,0.016667,49
1503960366,2016-04-25 06:00:00,0,0,0.0,47
1503960366,2016-04-25 07:00:00,44,3,0.05,52
1503960366,2016-04-25 08:00:00,426,22,0.366667,83
1503960366,2016-04-25 09:00:00,2041,46,0.766667,146
1503960366,2016-04-25 10:00:00,258,12,0.2,73
1503960366,2016-04-25 11:00:00,1468,24,0.4,121
1503960366,2016-04-25 12:00:00,707,19,0.316667,92
1503960366,2016-04-25 13:00:00,299,13,0.216667,75
1503960366,2016-04-25 14:00:00,94,5,0.083333,62
1503960366,2016-04-25 15:00:00,359,13,0.216667,76
1503960366,2016-04-25 16:00:00,263,10,0.166667,71
1503960366,2016-04-25 17:00:00,188,8,0.133333,67
1503960366,2016-04-25 18:00:00,116,6,0.1,61
1503960366,2016-04-25 19:00:00,2815,86,1.433333,182
1503960366,2016-04-25 20:00:00,895,30,0.5,95
1503960366,2016-04-25 21:00:00,4895,132,2.2,267
1503960366,2016-04-25 22:00:00,188,11,0.183333,68
1503960366,2016-04-25 23:00:00,56,3,0.05,54
1503960366,2016-04-26 00:00:00,101,4,0.066667,56
1503960366,2016-04-26 01:00:00,178,11,0.183333,66
1503960366,2016-04-26 02:00:00,0,0,0.0,51
1503960366,2016-04-26 03:00:00,145,11,0.183333,64
1503960366,2016-04-26 04:00:00,0,0,0.0,48
1503960366,2016-04-26 05:00:00,7,1,0.016667,49
1503960366,2016-04-26 06:00:00,0,0,0.0,48
1503960366,2016-04-26 07:00:00,28,3,0.05,52
1503960366,2016-04-26 08:00:00,173,13,0.216667,67
1503960366,2016-04-26 09:00:00,1826,31,0.516667,139
1503960366,2016-04-26 10:00:00,666,22,0.366667,92
1503960366,2016-04-26 11:00:00,266,17,0.283333,78
1503960366,2016-04-26 12:00:00,415,10,0.166667,74
1503960366,2016-04-26 13:00:00,1571,42,0.7,126
1503960366,2016-04-26 14:00:00,1998,60,1.0,142
1503960366,2016-04-26 15:00:00,323,9,0.15,74
1503960366,2016-04-26 16:00:00,697,22,0.366667,93
1503960366,2016-04-26 17:00:00,143,5,0.083333,60
1503960366,2016-04-26 18:00:00,2513,72,1.2,169
1503960366,2016-04-26 19:00:00,148,15,0.25,73
1503960366,2016-04-26 20:00:00,1649,26,0.433333,127
1503960366,2016-04-26 21:00:00,450,14,0.233333,79
1503960366,2016-04-26 22:00:00,148,9,0.15,66
1503960366,2016-04-26 23:00:00,310,21,0.35,80
1503960366,2016-04-27 00:00:00,277,10,0.166667,68
1503960366,2016-04-27 01:00:00,60,5,0.083333,59
1503960366,2016-04-27 02:00:00,17,2,0.033333,53
1503960366,2016-04-27 03:00:00,0,0,0.0,47
1503960366,2016-04-27 04:00:00,0,0,0.0,47
1503960366,2016-04-27 05:00:00,0,0,0.0,47
1503960366,2016-04-27 06:00:00,0,0,0.0,47
1503960366,2016-04-27 07:00:00,0,0,0.0,47
1503960366,2016-04-27 08:00:00,0,0,0.0,47
1503960366,2016-04-27 09:00:00,1916,33,0.55,149
1503960366,2016-04-27 10:00:00,502,27,0.45,93
1503960366,2016-04-27 11:00:00,797,23,0.383333,100
1503960366,2016-04-27 12:00:00,701,12,0.2,89
1503960366,2016-04-27 13:00:00,319,13,0.216667,76
1503960366,2016-04-27 14:00:00,1932,35,0.583333,150
1503960366,2016-04-27 15:00:00,59,6,0.1,63
1503960366,2016-04-27 16:00:00,98,7,0.116667,64
1503960366,2016-04-27 17:00:00,261,13,0.216667,73
1503960366,2016-04-27 18:00:00,2714,73,1.216667,178
1503960366,2016-04-27 19:00:00,5786,150,2.5,318
1503960366,2016-04-27 20:00:00,2420,70,1.166667,174
1503960366,2016-04-27 21:00:00,266,20,0.333333,76
1503960366,2016-04-27 22:00:00,0,0,0.0,47
1503960366,2016-04-27 23:00:00,0,0,0.0,47
1503960366,2016-04-28 00:00:00,0,0,0.0,47
1503960366,2016-04-28 01:00:00,127,10,0.166667,62
1503960366,2016-04-28 02:00:00,0,0,0.0,48
1503960366,2016-04-28 03:00:00,0,0,0.0,47
1503960366,2016-04-28 04:00:00,0,0,0.0,48
1503960366,2016-04-28 05:00:00,0,0,0.0,47
1503960366,2016-04-28 06:00:00,0,0,0.0,48
1503960366,2016-04-28 07:00:00,14,1,0.016667,49
1503960366,2016-04-28 08:00:00,128,11,0.183333,63
1503960366,2016-04-28 09:00:00,1192,38,0.633333,116
1503960366,2016-04-28 10:00:00,987,19,0.316667,105
1503960366,2016-04-28 11:00:00,288,10,0.166667,73
1503960366,2016-04-28 12:00:00,317,16,0.266667,78
1503960366,2016-04-28 13:00:00,1144,33,0.55,108
1503960366,2016-04-28 14:00:00,1512,47,0.783333,124
1503960366,2016-04-28 15:00:00,115,5,0.083333,61
1503960366,2016-04-28 16:00:00,554,10,0.166667,81
1503960366,2016-04-28 17:00:00,235,11,0.183333,72
1503960366,2016-04-28 18:00:00,1829,56,0.933333,138
1503960366,2016-04-28 19:00:00,13,1,0.016667,56
1503960366,2016-04-28 20:00:00,2122,50,0.833333,151
1503960366,2016-04-28 21:00:00,986,21,0.35,103
1503960366,2016-04-28 22:00:00,16,2,0.033333,55
1503960366,2016-04-28 23:00:00,1512,48,0.8,121
1503960366,2016-04-29 00:00:00,202,9,0.15,65
1503960366,2016-04-29 01:00:00,0,0,0.0,49
1503960366,2016-04-29 02:00:00,71,4,0.066667,54
1503960366,2016-04-29 03:00:00,0,0,0.0,47
1503960366,2016-04-29 04:00:00,0,0,0.0,47
1503960366,2016-04-29 05:00:00,0,0,0.0,48
1503960366,2016-04-29 06:00:00,0,0,0.0,47
1503960366,2016-04-29 07:00:00,27,3,0.05,52
1503960366,2016-04-29 08:00:00,201,13,0.216667,67
1503960366,2016-04-29 09:00:00,1820,33,0.55,142
1503960366,2016-04-29 10:00:00,44,4,0.066667,60
1503960366,2016-04-29 11:00:00,104,4,0.066667,60
1503960366,2016-04-29 12:00:00,214,6,0.1,65
1503960366,2016-04-29 13:00:00,41,6,0.1,62
1503960366,2016-04-29 14:00:00,1711,56,0.933333,136
1503960366,2016-04-29 15:00:00,1076,23,0.383333,110
1503960366,2016-04-29 16:00:00,285,10,0.166667,73
1503960366,2016-04-29 17:00:00,380,9,0.15,75
1503960366,2016-04-29 18:00:00,118,5,0.083333,60
1503960366,2016-04-29 19:00:00,267,11,0.183333,71
1503960366,2016-04-29 20:00:00,386,16,0.266667,80
1503960366,2016-04-29 21:00:00,1366,20,0.333333,118
1503960366,2016-04-29 22:00:00,1111,27,0.45,111
1503960366,2016-04-29 23:00:00,1757,56,0.933333,140
1503960366,2016-04-30 00:00:00,19,1,0.016667,51
1503960366,2016-04-30 01:00:00,65,7,0.116667,57
1503960366,2016-04-30 02:00:00,0,0,0.0,47
1503960366,2016-04-30 03:00:00,6,1,0.016667,49
1503960366,2016-04-30 04:00:00,0,0,0.0,47
1503960366,2016-04-30 05:00:00,0,0,0.0,48
1503960366,2016-04-30 06:00:00,0,0,0.0,48
1503960366,2016-04-30 07:00:00,0,0,0.0,48
1503960366,2016-04-30 08:00:00,60,3,0.05,52
1503960366,2016-04-30 09:00:00,148,11,0.183333,64
1503960366,2016-04-30 10:00:00,239,17,0.283333,72
1503960366,2016-04-30 11:00:00,127,7,0.116667,62
1503960366,2016-04-30 12:00:00,92,4,0.066667,58
1503960366,2016-04-30 13:00:00,141,11,0.183333,65
1503960366,2016-04-30 14:00:00,520,22,0.366667,85
1503960366,2016-04-30 15:00:00,993,26,0.433333,94
1503960366,2016-04-30 16:00:00,3388,99,1.65,203
1503960366,2016-04-30 17:00:00,2176,55,0.916667,160
1503960366,2016-04-30 18:00:00,2319,71,1.183333,159
1503960366,2016-04-30 19:00:00,92,4,0.066667,60
1503960366,2016-04-30 20:00:00,117,5,0.083333,62
1503960366,2016-04-30 21:00:00,840,22,0.366667,96
1503960366,2016-04-30 22:00:00,2139,47,0.783333,144
1503960366,2016-04-30 23:00:00,1192,28,0.466667,116
1503960366,2016-05-01 00:00:00,247,9,0.15,64
1503960366,2016-05-01 01:00:00,59,8,0.133333,60
1503960366,2016-05-01 02:00:00,36,2,0.033333,50
1503960366,2016-05-01 03:00:00,4,1,0.016667,48
1503960366,2016-05-01 04:00:00,0,0,0.0,47
1503960366,2016-05-01 05:00:00,0,0,0.0,48
1503960366,2016-05-01 06:00:00,0,0,0.0,47
1503960366,2016-05-01 07:00:00,41,3,0.05,52
1503960366,2016-05-01 08:00:00,94,6,0.1,56
1503960366,2016-05-01 09:00:00,198,12,0.2,67
1503960366,2016-05-01 10:00:00,146,6,0.1,61
1503960366,2016-05-01 11:00:00,103,10,0.166667,65
1503960366,2016-05-01 12:00:00,130,10,0.166667,66
1503960366,2016-05-01 13:00:00,85,5,0.083333,57
1503960366,2016-05-01 14:00:00,540,25,0.416667,91
1503960366,2016-05-01 15:00:00,294,21,0.35,81
1503960366,2016-05-01 16:00:00,823,23,0.383333,97
1503960366,2016-05-01 17:00:00,1053,33,0.55,108
1503960366,2016-05-01 18:00:00,2007,70,1.166667,159
1503960366,2016-05-01 19:00:00,177,14,0.233333,71
1503960366,2016-05-01 20:00:00,93,6,0.1,59
1503960366,2016-05-01 21:00:00,363,25,0.416667,86
1503960366,2016-05-01 22:00:00,1552,50,0.833333,127
1503960366,2016-05-01 23:00:00,2557,76,1.266667,161
1503960366,2016-05-02 00:00:00,0,0,0.0,50
1503960366,2016-05-02 01:00:00,119,7,0.116667,59
1503960366,2016-05-02 02:00:00,0,0,0.0,47
1503960366,2016-05-02 03:00:00,21,1,0.016667,49
1503960366,2016-05-02 04:00:00,0,0,0.0,47
